id,city_name,locality_city,locality_town,area_usable,area_total,rooms,floor_is,floor_max,has_balcony,has_elevator,condition_name,listing_quality_score,locality_gpsPrecisionScore,price_current,other_model_estimated_price,our_model_predicted_price,other_model_error,our_model_error,better_model,prediction_error,prediction_error_pct,offer_type,is_active,date_archived
780034,Banská Bystrica,Banská Bystrica,,110.0,110.0,3.0,6.0,6.0,b'\x01',b'\x01',Pôvodný stav,0,0.0,393000.0,357758.96,313565.6076402509,35241.03999999998,79434.39235974912,Other Model,-79434.39235974912,-20.21,1,b'\x01',
780065,Bratislava,Bratislava,,50.88,59.22,2.0,3.0,5.0,b'\x01',b'\x01',Novostavba,1,1.0,258000.0,278286.9,248610.8433403446,20286.900000000023,9389.15665965539,Our Model,-9389.15665965539,-3.64,1,b'\x01',
780071,Pezinok,,Pezinok,36.0,36.0,1.0,0.0,3.0,b'\x00',b'\x00',Pôvodný stav,2,2.0,124000.0,125048.48,117708.60540090823,1048.479999999996,6291.394599091771,Other Model,-6291.394599091771,-5.07,1,b'\x01',
780076,Piešťany,,Vrbové,82.31,129.35,3.0,0.0,4.0,b'\x01',b'\x01',Novostavba,0,0.0,179990.0,188957.56,165912.4607554415,8967.559999999998,14077.539244558488,Other Model,-14077.539244558488,-7.82,1,b'\x01',
780083,Martin,,Martin,90.0,90.0,4.0,5.0,7.0,b'\x01',b'\x01',Kompletná rekonštrukcia,0,0.0,195800.0,201133.88,151468.7671720527,5333.880000000005,44331.2328279473,Other Model,-44331.2328279473,-22.64,1,b'\x01',
780084,Bratislava,Bratislava,,80.79,99.5,3.0,11.0,14.0,b'\x01',b'\x01',Kompletná rekonštrukcia,2,2.0,310000.0,327532.74,295310.58082261274,17532.73999999999,14689.419177387259,Our Model,-14689.419177387259,-4.74,1,b'\x01',
780090,Bratislava,Bratislava,,59.5,69.4,2.0,2.0,3.0,b'\x01',b'\x01',Novostavba,0,0.0,239000.0,244355.47,232595.60565894205,5355.470000000001,6404.394341057952,Other Model,-6404.394341057952,-2.68,1,b'\x01',
780095,Bratislava,,,75.05,194.9,3.0,1.0,1.0,b'\x01',b'\x00',Novostavba,0,0.0,259900.0,278065.6,274375.00779286586,18165.599999999977,14475.007792865857,Our Model,14475.007792865857,5.57,1,b'\x01',
780104,Malacky,,Malacky,60.0,63.0,2.0,1.0,3.0,b'\x01',b'\x00',Kompletná rekonštrukcia,3,3.0,163000.0,164512.11,164519.92071455112,1512.109999999986,1519.9207145511173,Other Model,1519.9207145511173,0.93,1,b'\x01',
780125,Bratislava,Bratislava,,62.81,71.66,4.0,2.0,4.0,b'\x01',b'\x00',Kompletná rekonštrukcia,0,0.0,248900.0,238458.28,257495.96538884408,10441.720000000001,8595.96538884408,Our Model,8595.96538884408,3.45,1,b'\x01',
780128,Vranov nad Topľou,,Vranov nad Topľou,65.0,65.0,3.0,3.0,8.0,b'\x00',b'\x01',Kompletná rekonštrukcia,0,0.0,96000.0,94322.0,107274.73660240031,1678.0,11274.736602400313,Other Model,11274.736602400313,11.74,1,b'\x01',
780137,Vranov nad Topľou,,Vranov nad Topľou,68.0,68.0,3.0,1.0,1.0,b'\x01',b'\x00',Kompletná rekonštrukcia,0,0.0,126500.0,110622.08,117152.02714563732,15877.919999999998,9347.972854362684,Our Model,-9347.972854362684,-7.39,1,b'\x01',
780141,Košice,Košice,,60.0,60.0,3.0,6.0,10.0,b'\x01',b'\x01',Pôvodný stav,0,0.0,185000.0,187010.6,180514.29882301885,2010.6000000000058,4485.701176981151,Other Model,-4485.701176981151,-2.42,1,b'\x01',
780143,Žarnovica,,,63.0,63.0,3.0,4.0,5.0,b'\x01',b'\x00',Čiastočná rekonštrukcia,0,0.0,84000.0,62499.09,95528.28696328495,21500.910000000003,11528.286963284947,Our Model,11528.286963284947,13.72,1,b'\x01',
780161,Žiar nad Hronom,,Žiar nad Hronom,76.0,76.0,3.0,0.0,10.0,b'\x00',b'\x01',Kompletná rekonštrukcia,2,2.0,133900.0,141273.52,126808.87023174754,7373.5199999999895,7091.12976825246,Our Model,-7091.12976825246,-5.3,1,b'\x01',
780193,Trenčín,Trenčín,,75.0,79.5,3.0,1.0,2.0,b'\x01',b'\x00',Kompletná rekonštrukcia,1,1.0,175000.0,186970.69,168274.21672518202,11970.690000000002,6725.783274817979,Our Model,-6725.783274817979,-3.84,1,b'\x01',
780197,Bratislava,,Stupava,60.55,90.05,2.0,1.0,4.0,b'\x01',b'\x00',Čiastočná rekonštrukcia,0,0.0,207000.0,164428.4,198247.14765219056,42571.600000000006,8752.852347809443,Our Model,-8752.852347809443,-4.23,1,b'\x01',
780198,Trnava,,,59.83,70.83,3.0,3.0,,b'\x01',b'\x00',Pôvodný stav,0,0.0,124900.0,150100.52,115294.31313723311,25200.51999999999,9605.686862766888,Our Model,-9605.686862766888,-7.69,1,b'\x01',
780285,Zlaté Moravce,,Zlaté Moravce,73.21,73.21,3.0,6.0,7.0,b'\x01',b'\x01',Kompletná rekonštrukcia,0,0.0,137000.0,160755.86,120008.09590017388,23755.859999999986,16991.90409982612,Our Model,-16991.90409982612,-12.4,1,b'\x01',
780293,Banská Bystrica,Banská Bystrica,,73.5,73.5,3.0,2.0,4.0,b'\x01',b'\x00',Čiastočná rekonštrukcia,0,0.0,185000.0,198427.24,179051.92249840504,13427.23999999999,5948.077501594962,Our Model,-5948.077501594962,-3.22,1,b'\x01',
780318,Martin,,Vrútky,69.0,69.0,3.0,3.0,3.0,b'\x01',b'\x00',Čiastočná rekonštrukcia,0,0.0,135000.0,142836.82,138825.77152025202,7836.820000000007,3825.7715202520194,Our Model,3825.7715202520194,2.83,1,b'\x01',
780322,Michalovce,,Michalovce,67.0,70.0,3.0,8.0,8.0,b'\x01',b'\x01',Kompletná rekonštrukcia,0,0.0,147990.0,140508.62,138421.23373867536,7481.380000000005,9568.766261324636,Other Model,-9568.766261324636,-6.47,1,b'\x01',
780332,Bratislava,Bratislava,,89.6,99.97,4.0,1.0,2.0,b'\x01',b'\x00',Kompletná rekonštrukcia,0,0.0,455000.0,404269.21,364029.43209701695,50730.78999999998,90970.56790298305,Other Model,-90970.56790298305,-19.99,1,b'\x01',
780337,Topoľčany,,Topoľčany,82.0,82.0,4.0,0.0,3.0,b'\x01',b'\x00',Kompletná rekonštrukcia,0,0.0,135000.0,,147333.93621990093,,12333.936219900934,No estimate available,12333.936219900934,9.14,1,b'\x01',
780348,Trebišov,,,70.29,71.34,3.0,8.0,8.0,b'\x01',b'\x01',Čiastočná rekonštrukcia,1,1.0,97990.0,95113.29,99121.7074916871,2876.7100000000064,1131.707491687106,Our Model,1131.707491687106,1.15,1,b'\x01',
780378,Zvolen,,Zvolen,64.04,64.04,2.0,3.0,6.0,b'\x01',b'\x01',Pôvodný stav,1,1.0,119000.0,135143.7,117430.47355950376,16143.700000000012,1569.5264404962363,Our Model,-1569.5264404962363,-1.32,1,b'\x01',
780389,Žiar nad Hronom,,Žiar nad Hronom,37.31,37.31,1.0,3.0,,b'\x00',b'\x00',Pôvodný stav,2,2.0,75000.0,,49151.109357688896,,25848.890642311104,No estimate available,-25848.890642311104,-34.47,1,b'\x01',
780407,Trnava,Trnava,,49.27,52.7,1.0,9.0,13.0,b'\x01',b'\x01',Čiastočná rekonštrukcia,4,4.0,162900.0,156556.29,140280.33681223908,6343.709999999992,22619.663187760918,Other Model,-22619.663187760918,-13.89,1,b'\x01',
780410,Bratislava,Bratislava,,75.0,80.0,3.0,3.0,12.0,b'\x01',b'\x01',Pôvodný stav,0,0.0,236900.0,255535.47,251143.51852364512,18635.47,14243.518523645122,Our Model,14243.518523645122,6.01,1,b'\x01',
780426,Komárno,,Komárno,20.0,20.0,1.0,1.0,3.0,b'\x00',b'\x00',Kompletná rekonštrukcia,0,0.0,67900.0,53907.91,84018.86287579415,13992.089999999997,16118.862875794148,Other Model,16118.862875794148,23.74,1,b'\x01',
780442,Trnava,Trnava,,43.21,55.71,2.0,1.0,2.0,b'\x01',b'\x00',Novostavba,1,1.0,229000.0,,175353.06284464186,,53646.937155358144,No estimate available,-53646.937155358144,-23.43,1,b'\x01',
780449,Liptovský Mikuláš,,Liptovský Mikuláš,62.3,62.3,2.0,2.0,1.0,b'\x01',b'\x01',Kompletná rekonštrukcia,1,1.0,159000.0,177743.81,146614.1335798443,18743.809999999998,12385.866420155711,Our Model,-12385.866420155711,-7.79,1,b'\x01',
780473,Komárno,,Komárno,20.0,20.0,1.0,1.0,3.0,b'\x00',b'\x00',Kompletná rekonštrukcia,0,0.0,67900.0,58132.66,89100.47766568957,9767.339999999997,21200.47766568957,Other Model,21200.47766568957,31.22,1,b'\x01',
780476,Rimavská Sobota,,Rimavská Sobota,63.81,63.81,2.0,3.0,8.0,b'\x01',b'\x00',Čiastočná rekonštrukcia,2,2.0,89000.0,84271.53,80004.0357338874,4728.470000000001,8995.964266112598,Other Model,-8995.964266112598,-10.11,1,b'\x01',
780508,Skalica,,Holíč,76.0,76.0,2.0,1.0,3.0,b'\x01',b'\x00',Kompletná rekonštrukcia,0,0.0,124000.0,133082.95,115997.38776642148,9082.950000000012,8002.6122335785185,Our Model,-8002.6122335785185,-6.45,1,b'\x01',
780525,Žilina,Žilina,,87.0,87.0,3.0,,,b'\x01',b'\x00',Pôvodný stav,0,0.0,287000.0,243199.94,221561.33203306465,43800.06,65438.66796693535,Other Model,-65438.66796693535,-22.8,1,b'\x01',
780532,Spišská Nová Ves,,Spišská Nová Ves,40.48,40.48,1.0,13.0,13.0,b'\x00',b'\x01',Kompletná rekonštrukcia,0,0.0,95000.0,77326.58,88299.86698158631,17673.42,6700.13301841369,Our Model,-6700.13301841369,-7.05,1,b'\x01',
780569,Prešov,Prešov,,21.0,24.0,1.0,8.0,12.0,b'\x01',b'\x01',Vo výstavbe / Projekt,0,0.0,126990.0,,71965.67249656965,,55024.32750343035,No estimate available,-55024.32750343035,-43.33,1,b'\x01',
780616,Bratislava,,Stupava,35.71,55.53,2.0,4.0,5.0,b'\x01',b'\x01',Novostavba,1,1.0,184500.0,147194.02,189279.54575098437,37305.98000000001,4779.545750984369,Our Model,4779.545750984369,2.59,1,b'\x01',
780639,Bratislava,Bratislava,,48.6,61.1,1.0,0.0,,b'\x01',b'\x01',Novostavba,1,1.0,231990.0,203959.94,195207.84371931216,28030.059999999998,36782.156280687836,Other Model,-36782.156280687836,-15.86,1,b'\x01',
780664,Pezinok,,,54.3,54.3,2.0,1.0,,b'\x01',b'\x00',Čiastočná rekonštrukcia,2,2.0,164500.0,170490.76,82523.28062436268,5990.760000000009,81976.71937563732,Other Model,-81976.71937563732,-49.83,1,b'\x01',
780690,Bratislava,Bratislava,,31.0,33.0,1.0,3.0,,b'\x00',b'\x00',Kompletná rekonštrukcia,0,0.0,184900.0,170533.96,171185.52412236837,14366.040000000008,13714.47587763163,Our Model,-13714.47587763163,-7.42,1,b'\x01',
780710,Bratislava,Bratislava,,57.0,67.5,2.0,1.0,5.0,b'\x01',b'\x01',Čiastočná rekonštrukcia,1,1.0,220000.0,253953.11,238378.78149073038,33953.109999999986,18378.781490730384,Our Model,18378.781490730384,8.35,1,b'\x01',
780741,Bratislava,Bratislava,,67.17,71.49,3.0,5.0,8.0,b'\x01',b'\x01',Kompletná rekonštrukcia,0,0.0,275000.0,289586.96,275083.58638170833,14586.960000000021,83.58638170833001,Our Model,83.58638170833001,0.03,1,b'\x01',
780774,Detva,,,92.0,92.0,4.0,3.0,3.0,b'\x01',b'\x00',Kompletná rekonštrukcia,0,0.0,200000.0,205725.94,173883.54615605122,5725.940000000002,26116.45384394878,Other Model,-26116.45384394878,-13.06,1,b'\x01',
780794,Nové Zámky,,Nové Zámky,60.0,60.0,3.0,2.0,2.0,b'\x00',b'\x01',Čiastočná rekonštrukcia,0,0.0,145000.0,108716.8,120354.27436482183,36283.2,24645.72563517817,Our Model,-24645.72563517817,-17.0,1,b'\x01',
780836,Trnava,Trnava,,64.0,64.0,3.0,2.0,4.0,b'\x01',b'\x00',Vo výstavbe / Projekt,0,0.0,178000.0,,175908.85990688237,,2091.140093117632,No estimate available,-2091.140093117632,-1.17,1,b'\x01',
780840,Bratislava,Bratislava,,58.99,58.99,1.0,0.0,4.0,b'\x01',b'\x01',Novostavba,1,1.0,232000.0,272321.51,195065.1680444515,40321.51000000001,36934.83195554849,Our Model,-36934.83195554849,-15.92,1,b'\x01',
780856,Trnava,,,54.0,54.0,2.0,2.0,4.0,b'\x01',b'\x00',Novostavba,1,1.0,155000.0,189486.06,149958.89079644636,34486.06,5041.109203553642,Our Model,-5041.109203553642,-3.25,1,b'\x01',
780891,Bratislava,,Stupava,59.26,219.75,2.0,4.0,5.0,b'\x01',b'\x01',Novostavba,1,1.0,271830.0,250415.53,274037.0348734532,21414.47,2207.0348734532017,Our Model,2207.0348734532017,0.81,1,b'\x01',
780907,Bratislava,Bratislava,,54.0,58.0,2.0,5.0,,b'\x01',b'\x01',Čiastočná rekonštrukcia,0,0.0,228990.0,226518.51,403414.41710974975,2471.4899999999907,174424.41710974975,Other Model,174424.41710974975,76.17,1,b'\x01',
780926,Komárno,,Komárno,19.0,19.0,1.0,1.0,3.0,b'\x00',b'\x00',Kompletná rekonštrukcia,2,2.0,67900.0,54989.45,86913.48455849534,12910.550000000003,19013.484558495344,Other Model,19013.484558495344,28.0,1,b'\x01',
780957,Kežmarok,,,42.0,82.0,2.0,0.0,,b'\x01',b'\x00',Novostavba,0,0.0,135200.0,143882.38,185761.36531614346,8682.380000000005,50561.36531614346,Other Model,50561.36531614346,37.4,1,b'\x01',
780965,Nové Zámky,,Nové Zámky,55.0,55.0,2.0,2.0,,b'\x01',b'\x01',Kompletná rekonštrukcia,0,0.0,123000.0,114531.32,111433.22076770954,8468.679999999993,11566.779232290457,Other Model,-11566.779232290457,-9.4,1,b'\x01',
780995,Galanta,,Galanta,36.0,36.0,1.0,2.0,7.0,b'\x00',b'\x01',Kompletná rekonštrukcia,0,0.0,108000.0,108611.42,109833.32322697152,611.4199999999983,1833.3232269715227,Other Model,1833.3232269715227,1.7,1,b'\x01',
781044,Michalovce,,Michalovce,35.0,40.0,1.0,5.0,7.0,b'\x01',b'\x01',Pôvodný stav,0,0.0,82700.0,64948.37,87600.96536983493,17751.629999999997,4900.965369834928,Our Model,4900.965369834928,5.93,1,b'\x01',
781065,Bratislava,Bratislava,,143.0,151.0,4.0,2.0,3.0,b'\x01',b'\x00',Pôvodný stav,0,0.0,469900.0,526874.71,426467.1867630965,56974.70999999996,43432.813236903516,Our Model,-43432.813236903516,-9.24,1,b'\x01',
781076,Trnava,Trnava,,51.0,51.0,2.0,6.0,,b'\x01',b'\x00',Kompletná rekonštrukcia,2,2.0,179000.0,187105.19,160620.08510815434,8105.190000000002,18379.914891845663,Other Model,-18379.914891845663,-10.27,1,b'\x01',
781077,Martin,,,60.0,60.0,2.0,1.0,4.0,b'\x00',b'\x00',Kompletná rekonštrukcia,0,0.0,125000.0,142009.86,117316.94845739214,17009.859999999986,7683.051542607864,Our Model,-7683.051542607864,-6.15,1,b'\x01',
781078,Dubnica nad Váhom,,Dubnica nad Váhom,62.0,62.0,2.0,3.0,5.0,b'\x01',b'\x01',Pôvodný stav,2,2.0,124900.0,136327.62,111451.03351968607,11427.619999999995,13448.966480313931,Other Model,-13448.966480313931,-10.77,1,b'\x01',
781082,Galanta,,Galanta,55.0,55.0,2.0,6.0,7.0,b'\x01',b'\x00',Pôvodný stav,0,0.0,120000.0,114837.91,108751.22790853905,5162.0899999999965,11248.772091460953,Other Model,-11248.772091460953,-9.37,1,b'\x01',
781085,Hlohovec,,Hlohovec,68.0,73.6,3.0,1.0,4.0,b'\x01',b'\x00',Kompletná rekonštrukcia,0,0.0,140000.0,157947.72,162231.3415128461,17947.72,22231.34151284609,Other Model,22231.34151284609,15.88,1,b'\x01',
781086,Topoľčany,,Topoľčany,60.0,65.0,2.0,0.0,,b'\x01',b'\x00',Kompletná rekonštrukcia,2,2.0,150000.0,139410.95,120669.12632699923,10589.049999999988,29330.873673000766,Other Model,-29330.873673000766,-19.55,1,b'\x01',
781088,Bratislava,Bratislava,,29.32,30.7,1.0,4.0,12.0,b'\x01',b'\x01',Pôvodný stav,0,0.0,168500.0,141825.57,149160.86160170168,26674.429999999993,19339.138398298324,Our Model,-19339.138398298324,-11.48,1,b'\x01',
781093,Topoľčany,,,82.0,82.0,3.0,0.0,,b'\x00',b'\x01',Kompletná rekonštrukcia,2,2.0,155000.0,182708.73,104431.5399578826,27708.73000000001,50568.4600421174,Other Model,-50568.4600421174,-32.62,1,b'\x01',
781098,Dubnica nad Váhom,,Nová Dubnica,49.0,53.8,1.0,3.0,3.0,b'\x00',b'\x00',Kompletná rekonštrukcia,0,0.0,89990.0,116642.8,108818.57722283893,26652.800000000003,18828.577222838925,Our Model,18828.577222838925,20.92,1,b'\x01',
781101,Banská Bystrica,Banská Bystrica,,51.0,51.0,2.0,5.0,10.0,b'\x01',b'\x01',Čiastočná rekonštrukcia,1,1.0,155000.0,158669.46,161508.57319674196,3669.459999999992,6508.573196741956,Other Model,6508.573196741956,4.2,1,b'\x01',
781103,Púchov,,Púchov,74.0,74.0,3.0,0.0,,b'\x00',b'\x01',Čiastočná rekonštrukcia,0,0.0,145000.0,170169.78,158175.33957025115,25169.78,13175.339570251148,Our Model,13175.339570251148,9.09,1,b'\x01',
781107,Bratislava,Bratislava,,67.3,68.8,3.0,3.0,,b'\x00',b'\x01',Kompletná rekonštrukcia,0,0.0,276990.0,265039.16,246094.61825815868,11950.840000000026,30895.381741841324,Other Model,-30895.381741841324,-11.15,1,b'\x01',
781109,Spišská Nová Ves,,Spišská Nová Ves,56.0,56.0,2.0,6.0,7.0,b'\x01',b'\x01',Kompletná rekonštrukcia,0,0.0,156000.0,153356.27,127995.1827036103,2643.7300000000105,28004.817296389694,Other Model,-28004.817296389694,-17.95,1,b'\x01',
781112,Bratislava,Bratislava,,49.39,57.45,2.0,15.0,31.0,b'\x01',b'\x01',Novostavba,1,1.0,409000.0,338747.86,355531.2372705907,70252.14000000001,53468.762729409325,Our Model,-53468.762729409325,-13.07,1,b'\x01',
781114,Prievidza,,Prievidza,61.0,61.0,2.0,3.0,,b'\x01',b'\x00',Pôvodný stav,0,0.0,89990.0,92307.87,83138.6540792663,2317.8699999999953,6851.3459207337,Other Model,-6851.3459207337,-7.61,1,b'\x01',
781119,Trenčín,Trenčín,,67.0,74.0,3.0,5.0,5.0,b'\x01',b'\x01',Kompletná rekonštrukcia,0,0.0,178420.0,171553.09,173644.302464112,6866.9100000000035,4775.697535888001,Our Model,-4775.697535888001,-2.68,1,b'\x01',
781123,Prievidza,,Prievidza,91.0,106.0,4.0,0.0,2.0,b'\x00',b'\x00',Čiastočná rekonštrukcia,0,0.0,142000.0,152892.41,139997.80173065935,10892.410000000003,2002.1982693406462,Our Model,-2002.1982693406462,-1.41,1,b'\x01',
781124,Michalovce,,Michalovce,56.0,68.0,2.0,0.0,2.0,b'\x00',b'\x00',Kompletná rekonštrukcia,4,4.0,143700.0,119905.03,123697.6870840164,23794.97,20002.312915983595,Our Model,-20002.312915983595,-13.92,1,b'\x01',
781127,Bratislava,Bratislava,,66.69,74.96,3.0,4.0,5.0,b'\x01',b'\x01',Novostavba,1,1.0,331000.0,344034.77,301762.34846035915,13034.770000000019,29237.65153964085,Other Model,-29237.65153964085,-8.83,1,b'\x01',
781129,Púchov,,Púchov,77.0,85.0,3.0,1.0,,b'\x01',b'\x01',Novostavba,0,0.0,183262.0,169420.94,199815.3458296477,13841.059999999998,16553.345829647704,Other Model,16553.345829647704,9.03,1,b'\x01',
781130,Bratislava,Bratislava,,62.36,72.36,3.0,4.0,5.0,b'\x01',b'\x01',Kompletná rekonštrukcia,2,2.0,264900.0,239355.86,252167.81710970865,25544.140000000014,12732.182890291355,Our Model,-12732.182890291355,-4.81,1,b'\x01',
781131,Bratislava,Bratislava,,56.16,83.25,2.0,2.0,6.0,b'\x01',b'\x01',Novostavba,1,1.0,280900.0,282434.5,274977.8848426206,1534.5,5922.1151573794195,Other Model,-5922.1151573794195,-2.11,1,b'\x01',
781134,Nitra,Nitra,,36.0,36.0,1.0,,,b'\x01',b'\x00',Čiastočná rekonštrukcia,0,0.0,133000.0,127699.86,119670.78408566135,5300.139999999999,13329.215914338653,Other Model,-13329.215914338653,-10.02,1,b'\x01',
781139,Košice,Košice,,67.0,67.0,3.0,2.0,8.0,b'\x01',b'\x01',Pôvodný stav,0,0.0,185000.0,189359.45,184826.5762571882,4359.450000000012,173.42374281180673,Our Model,-173.42374281180673,-0.09,1,b'\x01',
781142,Nové Zámky,,Nové Zámky,100.0,100.0,4.0,1.0,,b'\x01',b'\x01',Pôvodný stav,0,0.0,148000.0,152828.59,138452.33155458485,4828.5899999999965,9547.668445415155,Other Model,-9547.668445415155,-6.45,1,b'\x01',
781145,Levice,,Levice,58.0,58.0,2.0,2.0,3.0,b'\x01',b'\x00',Kompletná rekonštrukcia,0,0.0,104500.0,116783.72,92680.54228534717,12283.720000000001,11819.457714652832,Our Model,-11819.457714652832,-11.31,1,b'\x01',
781152,Banská Bystrica,Banská Bystrica,,62.08,62.08,3.0,1.0,,b'\x01',b'\x01',Čiastočná rekonštrukcia,1,1.0,165000.0,160955.84,146228.4404376417,4044.1600000000035,18771.559562358307,Other Model,-18771.559562358307,-11.38,1,b'\x01',
781156,Banská Bystrica,Banská Bystrica,,72.7,72.7,3.0,2.0,3.0,b'\x01',b'\x00',Kompletná rekonštrukcia,1,1.0,269990.0,210515.06,232136.59093547903,59474.94,37853.409064520965,Our Model,-37853.409064520965,-14.02,1,b'\x01',
781161,Nové Zámky,,Nové Zámky,82.43,82.0,3.0,2.0,,b'\x01',b'\x01',Pôvodný stav,0,0.0,138000.0,124555.01,106775.38415906955,13444.990000000005,31224.615840930448,Other Model,-31224.615840930448,-22.63,1,b'\x01',
781166,Nové Zámky,,,85.0,85.0,4.0,2.0,3.0,b'\x01',b'\x00',Kompletná rekonštrukcia,0,0.0,156000.0,161329.67,142824.02251543198,5329.670000000013,13175.977484568022,Other Model,-13175.977484568022,-8.45,1,b'\x01',
781167,Bratislava,Bratislava,,31.22,33.22,1.0,11.0,14.0,b'\x00',b'\x00',Novostavba,1,1.0,185000.0,179564.02,174135.65438933167,5435.9800000000105,10864.34561066833,Other Model,-10864.34561066833,-5.87,1,b'\x01',
781168,Bratislava,Bratislava,,192.0,206.0,5.0,5.0,6.0,b'\x01',b'\x01',Kompletná rekonštrukcia,0,0.0,740000.0,852093.83,762690.7083668387,112093.82999999996,22690.70836683875,Our Model,22690.70836683875,3.07,1,b'\x01',
781171,Levice,,Levice,60.0,60.0,3.0,5.0,7.0,b'\x01',b'\x00',Pôvodný stav,2,2.0,86000.0,83791.69,84506.98384905577,2208.3099999999977,1493.016150944226,Our Model,-1493.016150944226,-1.74,1,b'\x01',
781175,Liptovský Mikuláš,,,43.8,47.9,2.0,0.0,3.0,b'\x01',b'\x00',Novostavba,2,2.0,155000.0,138197.37,127414.67571972815,16802.630000000005,27585.324280271845,Other Model,-27585.324280271845,-17.8,1,b'\x01',
781185,Čadca,,Čadca,64.0,99.0,3.0,1.0,2.0,b'\x00',b'\x00',Kompletná rekonštrukcia,0,0.0,139900.0,139429.64,157837.19015503826,470.35999999998603,17937.19015503826,Other Model,17937.19015503826,12.82,1,b'\x01',
781188,Bratislava,Bratislava,,97.84,116.66,4.0,7.0,8.0,b'\x01',b'\x01',Novostavba,1,1.0,589000.0,488354.79,407654.2975628021,100645.21000000002,181345.7024371979,Other Model,-181345.7024371979,-30.79,1,b'\x01',
781191,Poprad,,Poprad,51.78,51.78,2.0,4.0,7.0,b'\x00',b'\x01',Kompletná rekonštrukcia,0,0.0,149900.0,157759.48,132936.91309888224,7859.4800000000105,16963.086901117756,Other Model,-16963.086901117756,-11.32,1,b'\x01',
781194,Košice,Košice,,23.4,26.9,1.0,3.0,8.0,b'\x01',b'\x01',Pôvodný stav,2,2.0,118900.0,95956.9,117066.40914931224,22943.100000000006,1833.5908506877604,Our Model,-1833.5908506877604,-1.54,1,b'\x01',
781198,Košice,Košice,,54.3,62.01,3.0,1.0,7.0,b'\x01',b'\x01',Čiastočná rekonštrukcia,0,0.0,189000.0,184912.59,203745.83544101246,4087.4100000000035,14745.83544101246,Other Model,14745.83544101246,7.8,1,b'\x01',
781199,Piešťany,,Piešťany,71.0,71.0,3.0,4.0,7.0,b'\x01',b'\x01',Kompletná rekonštrukcia,0,0.0,215000.0,183824.84,151939.93281877952,31175.160000000003,63060.06718122048,Other Model,-63060.06718122048,-29.33,1,b'\x01',
781214,Pezinok,,Pezinok,65.2,71.6,3.0,4.0,,b'\x01',b'\x01',Vo výstavbe / Projekt,1,1.0,187999.0,218115.11,198713.50163323744,30116.109999999986,10714.501633237436,Our Model,10714.501633237436,5.7,1,b'\x01',
781216,Nové Zámky,,,46.18,46.18,1.0,1.0,2.0,b'\x00',b'\x00',Kompletná rekonštrukcia,4,4.0,80000.0,,97326.48382401322,,17326.483824013223,No estimate available,17326.483824013223,21.66,1,b'\x01',
781221,Bratislava,Bratislava,,68.5,74.5,2.0,3.0,5.0,b'\x01',b'\x01',Novostavba,1,1.0,299900.0,327186.45,274840.3964783803,27286.45000000001,25059.60352161969,Our Model,-25059.60352161969,-8.36,1,b'\x01',
781227,Galanta,,Sereď,74.0,74.0,3.0,2.0,,b'\x01',b'\x00',Kompletná rekonštrukcia,0,0.0,183000.0,176387.89,145434.57874275246,6612.109999999986,37565.42125724754,Other Model,-37565.42125724754,-20.53,1,b'\x01',
781230,Košice,Košice,,56.0,56.0,2.0,1.0,,b'\x00',b'\x00',Čiastočná rekonštrukcia,1,1.0,179900.0,180064.17,190581.19828163568,164.1700000000128,10681.198281635676,Other Model,10681.198281635676,5.94,1,b'\x01',
781235,Nitra,Nitra,,58.7,58.7,2.0,3.0,7.0,b'\x01',b'\x01',Čiastočná rekonštrukcia,0,0.0,165000.0,157025.64,140846.4135979937,7974.359999999986,24153.5864020063,Other Model,-24153.5864020063,-14.64,1,b'\x01',
781239,Nové Zámky,,Nové Zámky,57.0,57.0,3.0,,,b'\x00',b'\x00',Kompletná rekonštrukcia,0,0.0,118900.0,122690.87,115105.25494214204,3790.8699999999953,3794.745057857959,Other Model,-3794.745057857959,-3.19,1,b'\x01',
781243,Nové Zámky,,Nové Zámky,82.0,82.0,3.0,,,b'\x01',b'\x01',other,0,0.0,135000.0,,136806.54733616574,,1806.547336165735,No estimate available,1806.547336165735,1.34,1,b'\x01',
781245,Nové Zámky,,Nové Zámky,66.0,66.0,2.0,3.0,,b'\x01',b'\x00',Čiastočná rekonštrukcia,0,0.0,114000.0,113167.7,95390.50885255836,832.3000000000029,18609.491147441644,Other Model,-18609.491147441644,-16.32,1,b'\x01',
781246,Prešov,,Vranov nad Topľou,36.0,36.0,1.0,7.0,7.0,b'\x00',b'\x01',Kompletná rekonštrukcia,0,0.0,137900.0,132472.69,114663.08238111291,5427.309999999998,23236.91761888709,Other Model,-23236.91761888709,-16.85,1,b'\x01',
781250,Bratislava,Bratislava,,68.29,71.76,3.0,5.0,8.0,b'\x01',b'\x01',Kompletná rekonštrukcia,0,0.0,285000.0,275268.02,260704.88308862984,9731.979999999981,24295.11691137016,Other Model,-24295.11691137016,-8.52,1,b'\x01',
781254,Bratislava,Bratislava,,45.7,52.3,2.0,22.0,31.0,b'\x01',b'\x01',Novostavba,1,1.0,349000.0,314546.49,330015.59030513314,34453.51000000001,18984.40969486686,Our Model,-18984.40969486686,-5.44,1,b'\x01',
