id,city_name,locality_city,locality_town,area_usable,area_total,rooms,floor_is,floor_max,has_balcony,has_elevator,condition_name,listing_quality_score,locality_gpsPrecisionScore,price_current,other_model_estimated_price,our_model_predicted_price,other_model_error,our_model_error,better_model,prediction_error,prediction_error_pct,offer_type,is_active,date_archived
4,Bratislava,Bratislava,,101.0,101.0,4.0,5.0,5.0,b'\x01',b'\x01',Novostavba,0,0.0,518500.0,452184.69,400922.7980640284,66315.31,117577.20193597162,Other Model,-117577.20193597162,-22.68,1,b'\x01',
5,Bratislava,Bratislava,,164.0,175.95,4.0,7.0,7.0,b'\x01',b'\x01',Pôvodný stav,0,0.0,650000.0,738517.78,593088.41628148,88517.78000000003,56911.58371852001,Our Model,-56911.58371852001,-8.76,1,b'\x01',
13,Nitra,Nitra,,76.0,76.0,3.0,2.0,4.0,b'\x01',b'\x01',Novostavba,2,2.0,201468.0,241669.45,212240.43584645205,40201.45000000001,10772.435846452048,Our Model,10772.435846452048,5.35,1,b'\x01',
14,Nitra,Nitra,,44.0,46.0,2.0,5.0,5.0,b'\x01',b'\x01',Novostavba,2,2.0,181400.0,153952.74,164353.81765010985,27447.26000000001,17046.18234989015,Our Model,-17046.18234989015,-9.4,1,b'\x01',
15,Nitra,Nitra,,34.0,34.0,1.0,3.0,5.0,b'\x01',b'\x01',Novostavba,2,2.0,138900.0,123922.53,134862.53579818603,14977.470000000001,4037.464201813971,Our Model,-4037.464201813971,-2.91,1,b'\x01',
17,Nové Zámky,,Nové Zámky,84.0,84.0,3.0,1.0,7.0,b'\x01',b'\x01',Kompletná rekonštrukcia,0,0.0,139000.0,157710.86,131013.94699234437,18710.859999999986,7986.0530076556315,Our Model,-7986.0530076556315,-5.75,1,b'\x01',
18,Nové Zámky,,Nové Zámky,84.0,84.0,3.0,2.0,7.0,b'\x01',b'\x01',Kompletná rekonštrukcia,0,0.0,139000.0,157710.86,132000.9654011409,18710.859999999986,6999.034598859114,Our Model,-6999.034598859114,-5.04,1,b'\x01',
19,Nové Zámky,,Nové Zámky,74.0,74.0,3.0,2.0,7.0,b'\x01',b'\x01',Kompletná rekonštrukcia,0,0.0,135000.0,139240.62,139628.8970019114,4240.619999999995,4628.897001911391,Other Model,4628.897001911391,3.43,1,b'\x01',
20,Piešťany,,,106.0,129.26,4.0,2.0,2.0,b'\x01',b'\x00',Novostavba,0,0.0,250480.0,,290447.2518985191,,39967.25189851911,No estimate available,39967.25189851911,15.96,1,b'\x01',
21,Ružomberok,,Ružomberok,53.0,53.0,3.0,,,b'\x00',b'\x00',Novostavba,0,0.0,434353.0,,144832.47664718563,,289520.5233528144,No estimate available,-289520.5233528144,-66.66,1,b'\x01',
22,Ružomberok,,Ružomberok,28.0,28.0,1.0,5.0,5.0,b'\x00',b'\x01',other,2,2.0,85600.0,,108539.01231691198,,22939.012316911976,No estimate available,22939.012316911976,26.8,1,b'\x01',
23,Trnava,Trnava,,65.0,65.0,2.0,4.0,5.0,b'\x01',b'\x00',Novostavba,0,0.0,209300.0,233036.97,174886.84559110706,23736.97,34413.15440889294,Other Model,-34413.15440889294,-16.44,1,b'\x01',
24,Trnava,Trnava,,44.0,44.0,1.0,2.0,5.0,b'\x01',b'\x00',Novostavba,0,0.0,155400.0,176149.09,147776.62115416085,20749.089999999997,7623.37884583915,Our Model,-7623.37884583915,-4.91,1,b'\x01',
25,Zvolen,,Zvolen,52.0,58.2,2.0,2.0,0.0,b'\x01',b'\x01',Pôvodný stav,0,0.0,32000.0,,133201.1298513082,,101201.12985130819,No estimate available,101201.12985130819,316.25,1,b'\x01',
26,Bratislava,Bratislava,,90.0,171.0,3.0,4.0,12.0,b'\x01',b'\x00',Vo výstavbe / Projekt,0,0.0,434000.0,443894.49,426668.42009229824,9894.48999999999,7331.579907701758,Our Model,-7331.579907701758,-1.69,1,b'\x01',
27,Bratislava,Bratislava,,65.0,65.0,2.0,1.0,,b'\x00',b'\x00',Kompletná rekonštrukcia,10,10.0,329000.0,326443.71,266477.3862403127,2556.289999999979,62522.61375968729,Other Model,-62522.61375968729,-19.0,1,b'\x01',
37,Dunajská Streda,,Dunajská Streda,89.0,104.0,3.0,3.0,4.0,b'\x01',b'\x00',Novostavba,0,0.0,157900.0,199018.54,189158.6883241005,41118.54000000001,31258.688324100513,Our Model,31258.688324100513,19.8,1,b'\x01',
38,Liptovský Mikuláš,,Liptovský Mikuláš,67.0,67.0,2.0,1.0,1.0,b'\x00',b'\x00',Kompletná rekonštrukcia,0,0.0,115000.0,,151555.07544550308,,36555.075445503084,No estimate available,36555.075445503084,31.79,1,b'\x01',
39,Liptovský Mikuláš,,Liptovský Mikuláš,23.0,23.0,1.0,1.0,2.0,b'\x00',b'\x00',Kompletná rekonštrukcia,0,0.0,99000.0,,93000.07116096365,,5999.928839036351,No estimate available,-5999.928839036351,-6.06,1,b'\x01',
40,Lučenec,,Lučenec,46.0,46.0,2.0,6.0,10.0,b'\x01',b'\x01',Čiastočná rekonštrukcia,0,0.0,82200.0,57987.4,59484.540980413236,24212.6,22715.459019586764,Our Model,-22715.459019586764,-27.63,1,b'\x01',
41,Bratislava,Bratislava,,94.0,102.24,3.0,2.0,2.0,b'\x01',b'\x00',Novostavba,2,2.0,365000.0,,479883.4274650355,,114883.42746503552,No estimate available,114883.42746503552,31.47,1,b'\x01',
42,Bratislava,Bratislava,,97.0,103.8,4.0,2.0,7.0,b'\x01',b'\x01',Novostavba,0,0.0,718736.0,525224.43,461417.30094500055,193511.56999999995,257318.69905499945,Other Model,-257318.69905499945,-35.8,1,b'\x01',
44,Lučenec,,Lučenec,36.0,36.0,2.0,3.0,6.0,b'\x00',b'\x00',Kompletná rekonštrukcia,0,0.0,79700.0,55894.75,69320.05759543939,23805.25,10379.942404560614,Our Model,-10379.942404560614,-13.02,1,b'\x01',
45,Žilina,Žilina,,100.0,186.0,4.0,5.0,5.0,b'\x01',b'\x00',Vo výstavbe / Projekt,0,0.0,565499.0,,332910.74141772004,,232588.25858227996,No estimate available,-232588.25858227996,-41.13,1,b'\x01',
46,Žilina,Žilina,,45.0,57.0,2.0,4.0,5.0,b'\x01',b'\x00',Vo výstavbe / Projekt,0,0.0,248624.0,,179629.72486795706,,68994.27513204294,No estimate available,-68994.27513204294,-27.75,1,b'\x01',
49,Bratislava,Bratislava,,75.0,82.47,3.0,5.0,6.0,b'\x01',b'\x01',Vo výstavbe / Projekt,2,2.0,388000.0,436215.08,289850.8375053735,48215.080000000016,98149.16249462648,Other Model,-98149.16249462648,-25.3,1,b'\x01',
51,Bratislava,Bratislava,,50.0,50.0,2.0,1.0,5.0,b'\x00',b'\x01',Novostavba,10,10.0,439900.0,354406.91,309894.35907498037,85493.09000000003,130005.64092501963,Other Model,-130005.64092501963,-29.55,1,b'\x01',
53,Bratislava,Bratislava,,117.0,232.69,4.0,1.0,6.0,b'\x01',b'\x00',Vo výstavbe / Projekt,0,0.0,540000.0,604702.71,528856.6214466521,64702.70999999996,11143.378553347895,Our Model,-11143.378553347895,-2.06,1,b'\x01',
54,Bratislava,Bratislava,,98.0,122.12,3.0,4.0,7.0,b'\x01',b'\x00',Vo výstavbe / Projekt,0,0.0,321891.0,,454850.25966266665,,132959.25966266665,No estimate available,132959.25966266665,41.31,1,b'\x01',
58,Bratislava,Bratislava,,103.0,103.0,4.0,1.0,4.0,b'\x00',b'\x01',Kompletná rekonštrukcia,0,0.0,455000.0,475371.4,456699.74439886917,20371.400000000023,1699.7443988691666,Our Model,1699.7443988691666,0.37,1,b'\x01',
59,Dunajská Streda,,Dunajská Streda,79.0,79.0,3.0,1.0,2.0,b'\x00',b'\x00',Novostavba,0,0.0,222000.0,176582.45,166581.98416395878,45417.54999999999,55418.01583604122,Other Model,-55418.01583604122,-24.96,1,b'\x01',
60,Dunajská Streda,,Dunajská Streda,79.0,79.0,3.0,1.0,2.0,b'\x00',b'\x00',Novostavba,0,0.0,176000.0,176633.86,166581.98416395878,633.859999999986,9418.015836041217,Other Model,-9418.015836041217,-5.35,1,b'\x01',
64,Košice,Košice,,68.0,68.0,3.0,1.0,4.0,b'\x00',b'\x00',Novostavba,10,10.0,315000.0,309507.21,277835.6734520227,5492.789999999979,37164.32654797728,Other Model,-37164.32654797728,-11.8,1,b'\x01',
69,Lučenec,,Lučenec,99.0,99.0,3.0,3.0,3.0,b'\x00',b'\x00',Kompletná rekonštrukcia,0,0.0,105000.0,,160715.750789668,,55715.750789668,No estimate available,55715.750789668,53.06,1,b'\x01',
70,Malacky,,Malacky,83.0,103.08,3.0,3.0,4.0,b'\x01',b'\x00',Novostavba,0,0.0,239500.0,242682.89,243714.54150408276,3182.890000000014,4214.541504082765,Other Model,4214.541504082765,1.76,1,b'\x01',
71,Malacky,,Malacky,44.0,49.41,1.0,1.0,4.0,b'\x01',b'\x00',Novostavba,0,0.0,144500.0,147167.88,162720.62953610643,2667.8800000000047,18220.629536106426,Other Model,18220.629536106426,12.61,1,b'\x01',
80,Pezinok,,Pezinok,68.0,68.0,2.0,3.0,3.0,b'\x00',b'\x01',Novostavba,0,0.0,215000.0,255081.58,217479.64510851458,40081.57999999999,2479.645108514582,Our Model,2479.645108514582,1.15,1,b'\x01',
83,Piešťany,,Piešťany,76.0,76.0,3.0,1.0,4.0,b'\x00',b'\x00',Pôvodný stav,0,0.0,135000.0,146262.04,141995.88666188874,11262.040000000008,6995.8866618887405,Our Model,6995.8866618887405,5.18,1,b'\x01',
86,Piešťany,,Piešťany,75.0,88.7,3.0,1.0,2.0,b'\x01',b'\x00',Novostavba,10,10.0,170000.0,,196881.16003961564,,26881.160039615643,No estimate available,26881.160039615643,15.81,1,b'\x01',
88,Púchov,,Púchov,57.0,69.02,2.0,3.0,4.0,b'\x01',b'\x00',Novostavba,0,0.0,86100.0,,149678.2444319277,,63578.24443192771,No estimate available,63578.24443192771,73.84,1,b'\x01',
91,Trenčín,Trenčín,,95.0,95.0,2.0,2.0,5.0,b'\x00',b'\x01',Novostavba,0,0.0,246000.0,298932.46,220842.1178209671,52932.46000000002,25157.882179032895,Our Model,-25157.882179032895,-10.23,1,b'\x01',
92,Trenčín,Trenčín,,85.0,85.0,3.0,3.0,4.0,b'\x00',b'\x01',other,10,10.0,331153.0,,217234.82862677795,,113918.17137322205,No estimate available,-113918.17137322205,-34.4,1,b'\x01',
93,Trnava,Trnava,,27.0,31.95,1.0,2.0,5.0,b'\x01',b'\x01',Vo výstavbe / Projekt,1,1.0,156216.0,113801.28,141861.11357878533,42414.72,14354.886421214673,Our Model,-14354.886421214673,-9.19,1,b'\x01',
95,Trnava,Trnava,,74.0,83.9,3.0,2.0,6.0,b'\x01',b'\x01',Novostavba,1,1.0,269120.0,276503.87,231228.1276859759,7383.869999999995,37891.872314024105,Other Model,-37891.872314024105,-14.08,1,b'\x01',
97,Žilina,Žilina,,113.0,142.61,4.0,2.0,7.0,b'\x01',b'\x01',Vo výstavbe / Projekt,0,0.0,428290.0,393123.68,351894.1168381468,35166.32000000001,76395.88316185318,Other Model,-76395.88316185318,-17.84,1,b'\x01',
98,Žilina,Žilina,,128.0,128.0,4.0,2.0,7.0,b'\x00',b'\x01',Novostavba,0,0.0,463747.0,420418.54,344389.66933622287,43328.46000000002,119357.33066377713,Other Model,-119357.33066377713,-25.74,1,b'\x01',
99,Žilina,Žilina,,80.0,80.0,3.0,2.0,4.0,b'\x00',b'\x00',Kompletná rekonštrukcia,0,0.0,194999.0,243442.64,221594.9141258798,48443.640000000014,26595.91412587979,Our Model,26595.91412587979,13.64,1,b'\x01',
100,Žilina,Žilina,,39.0,49.0,2.0,2.0,5.0,b'\x01',b'\x00',Vo výstavbe / Projekt,0,0.0,204749.0,,168039.35971403364,,36709.640285966365,No estimate available,-36709.640285966365,-17.93,1,b'\x01',
106,Bratislava,Bratislava,,275.0,275.0,4.0,11.0,12.0,b'\x00',b'\x01',Kompletná rekonštrukcia,0,0.0,1689900.0,1440539.94,682126.8447512876,249360.06000000006,1007773.1552487124,Other Model,-1007773.1552487124,-59.64,1,b'\x01',
112,Prešov,Prešov,,126.0,171.7,3.0,5.0,7.0,b'\x01',b'\x01',Novostavba,1,1.0,283933.0,,342940.10083228984,,59007.10083228984,No estimate available,59007.10083228984,20.78,1,b'\x01',
113,Partizánske,,Partizánske,92.0,92.0,3.0,1.0,1.0,b'\x00',b'\x01',Čiastočná rekonštrukcia,0,0.0,119900.0,128858.99,119941.4009712862,8958.990000000005,41.40097128620255,Our Model,41.40097128620255,0.03,1,b'\x01',
114,Šaľa,,Šaľa,74.0,74.0,3.0,3.0,3.0,b'\x00',b'\x00',Kompletná rekonštrukcia,0,0.0,125000.0,142068.41,130684.9452874565,17068.410000000003,5684.945287456503,Our Model,5684.945287456503,4.55,1,b'\x01',
115,Banská Bystrica,Banská Bystrica,,37.0,37.0,1.0,2.0,4.0,b'\x00',b'\x01',Novostavba,0,0.0,129900.0,123322.18,146845.3682005349,6577.820000000007,16945.368200534896,Other Model,16945.368200534896,13.04,1,b'\x01',
116,Žilina,Žilina,,102.0,102.0,4.0,2.0,5.0,b'\x00',b'\x01',Novostavba,0,0.0,309900.0,379987.32,298545.1162128901,70087.32,11354.883787109924,Our Model,-11354.883787109924,-3.66,1,b'\x01',
117,Trenčín,Trenčín,,68.0,68.0,3.0,2.0,6.0,b'\x01',b'\x01',Čiastočná rekonštrukcia,0,0.0,155900.0,136131.92,155488.43499915546,19768.079999999987,411.5650008445373,Our Model,-411.5650008445373,-0.26,1,b'\x01',
119,Nitra,Nitra,,65.0,65.0,2.0,3.0,7.0,b'\x00',b'\x00',Pôvodný stav,0,0.0,130000.0,161142.99,150262.12634357787,31142.98999999999,20262.126343577867,Our Model,20262.126343577867,15.59,1,b'\x01',
120,Nové Zámky,,Nové Zámky,63.0,63.0,3.0,2.0,7.0,b'\x00',b'\x01',Kompletná rekonštrukcia,10,10.0,128000.0,120786.87,119694.76631740393,7213.130000000005,8305.233682596067,Other Model,-8305.233682596067,-6.49,1,b'\x01',
126,Bratislava,Bratislava,,65.0,79.7,3.0,2.0,5.0,b'\x01',b'\x01',Novostavba,0,0.0,361620.0,367399.96,300162.66743420274,5779.960000000021,61457.33256579726,Other Model,-61457.33256579726,-17.0,1,b'\x01',
128,Trnava,Trnava,,47.0,51.95,2.0,6.0,6.0,b'\x01',b'\x01',Novostavba,1,1.0,238921.0,176814.02,179536.67681533782,62106.98000000001,59384.32318466218,Our Model,-59384.32318466218,-24.86,1,b'\x01',
130,Piešťany,,Piešťany,94.0,94.0,3.0,2.0,4.0,b'\x01',b'\x01',Novostavba,10,10.0,276500.0,327154.87,214285.9879275189,50654.869999999995,62214.0120724811,Other Model,-62214.0120724811,-22.5,1,b'\x01',
134,Nitra,Nitra,,61.0,68.56,2.0,4.0,5.0,b'\x01',b'\x00',Novostavba,0,0.0,196536.0,198887.24,203930.2500699283,2351.2399999999907,7394.250069928297,Other Model,7394.250069928297,3.76,1,b'\x01',
135,Nitra,Nitra,,87.0,87.0,3.0,5.0,5.0,b'\x01',b'\x01',Novostavba,0,0.0,257866.0,266221.5,207605.63203849175,8355.5,50260.36796150825,Other Model,-50260.36796150825,-19.49,1,b'\x01',
136,Komárno,,Komárno,136.0,136.0,4.0,1.0,4.0,b'\x00',b'\x01',Novostavba,1,1.0,309980.0,316718.86,354964.0354831674,6738.859999999986,44984.03548316739,Other Model,44984.03548316739,14.51,1,b'\x01',
145,Bratislava,Bratislava,,242.0,345.54,5.0,,,b'\x01',b'\x00',other,0,0.0,2019850.0,,1260766.636748522,,759083.363251478,No estimate available,-759083.363251478,-37.58,1,b'\x01',
146,Bratislava,Bratislava,,51.0,51.0,2.0,8.0,8.0,b'\x01',b'\x01',Novostavba,1,1.0,299000.0,349957.07,303381.76651377266,50957.07000000001,4381.766513772658,Our Model,4381.766513772658,1.47,1,b'\x01',
147,Bratislava,Bratislava,,42.0,42.0,1.0,1.0,2.0,b'\x00',b'\x00',Novostavba,0,0.0,150000.0,,152555.87877941213,,2555.878779412131,No estimate available,2555.878779412131,1.7,1,b'\x01',
149,Banská Bystrica,Banská Bystrica,,60.0,60.0,3.0,2.0,4.0,b'\x01',b'\x01',Novostavba,0,0.0,199900.0,205249.75,199400.28428824112,5349.75,499.7157117588795,Our Model,-499.7157117588795,-0.25,1,b'\x01',
150,Trnava,Trnava,,72.0,76.95,3.0,4.0,4.0,b'\x01',b'\x01',Novostavba,1,1.0,239826.0,279728.62,211565.12627137644,39902.619999999995,28260.873728623556,Our Model,-28260.873728623556,-11.78,1,b'\x01',
151,Trnava,Trnava,,79.0,84.88,3.0,6.0,6.0,b'\x01',b'\x01',Novostavba,1,1.0,359910.0,299832.55,222757.21121138454,60077.45000000001,137152.78878861546,Other Model,-137152.78878861546,-38.11,1,b'\x01',
152,Trnava,Trnava,,101.0,101.0,4.0,0.0,0.0,b'\x00',b'\x00',Pôvodný stav,0,0.0,222000.0,282219.11,202922.074939089,60219.109999999986,19077.925060910988,Our Model,-19077.925060910988,-8.59,1,b'\x01',
154,Banská Bystrica,Banská Bystrica,,21.0,21.0,1.0,2.0,4.0,b'\x00',b'\x01',Novostavba,0,0.0,85900.0,,141298.11872855734,,55398.11872855734,No estimate available,55398.11872855734,64.49,1,b'\x01',
155,Malacky,,Malacky,71.0,71.0,3.0,2.0,4.0,b'\x01',b'\x01',Novostavba,0,0.0,209000.0,221828.31,211085.5264560518,12828.309999999998,2085.526456051797,Our Model,2085.526456051797,1.0,1,b'\x01',
156,Malacky,,Malacky,61.0,89.61,2.0,4.0,4.0,b'\x01',b'\x00',Novostavba,0,0.0,185900.0,188353.56,205186.2482518981,2453.5599999999977,19286.248251898098,Other Model,19286.248251898098,10.37,1,b'\x01',
157,Prešov,Prešov,,203.0,219.67,4.0,7.0,7.0,b'\x01',b'\x01',Novostavba,1,1.0,476647.0,,361063.57952674676,,115583.42047325324,No estimate available,-115583.42047325324,-24.25,1,b'\x01',
158,Zvolen,,Zvolen,80.0,80.0,3.0,2.0,0.0,b'\x00',b'\x00',Čiastočná rekonštrukcia,0,0.0,150000.0,172664.65,146148.6529908359,22664.649999999994,3851.3470091641066,Our Model,-3851.3470091641066,-2.57,1,b'\x01',
159,Komárno,,Komárno,77.0,77.0,3.0,1.0,2.0,b'\x00',b'\x01',Novostavba,0,0.0,163987.0,200380.16,140695.59402830567,36393.16,23291.40597169433,Our Model,-23291.40597169433,-14.2,1,b'\x01',
162,Pezinok,,Pezinok,65.0,65.0,3.0,0.0,3.0,b'\x01',b'\x01',Novostavba,0,0.0,231000.0,228489.64,209047.5498393798,2510.359999999986,21952.45016062021,Other Model,-21952.45016062021,-9.5,1,b'\x01',
164,Liptovský Mikuláš,,Liptovský Mikuláš,52.49,55.24,2.0,4.0,5.0,b'\x01',b'\x01',Novostavba,0,0.0,163000.0,185738.68,160643.51487699922,22738.679999999993,2356.485123000777,Our Model,-2356.485123000777,-1.45,1,b'\x01',
165,Považská Bystrica,,Považská Bystrica,39.0,39.0,1.0,,,b'\x00',b'\x00',Čiastočná rekonštrukcia,0,0.0,84900.0,93998.32,92952.0505981935,9098.320000000007,8052.050598193498,Our Model,8052.050598193498,9.48,1,b'\x01',
166,Považská Bystrica,,Považská Bystrica,68.0,84.0,3.0,3.0,3.0,b'\x00',b'\x00',Čiastočná rekonštrukcia,0,0.0,129900.0,132227.58,139520.10304035505,2327.579999999987,9620.103040355054,Other Model,9620.103040355054,7.41,1,b'\x01',
167,Šaľa,,Šaľa,60.0,60.0,3.0,0.0,0.0,b'\x00',b'\x00',Kompletná rekonštrukcia,0,0.0,130000.0,111530.54,108731.31938140845,18469.460000000006,21268.68061859155,Other Model,-21268.68061859155,-16.36,1,b'\x01',
168,Lučenec,,Lučenec,38.0,38.0,2.0,3.0,6.0,b'\x00',b'\x00',Kompletná rekonštrukcia,0,0.0,78300.0,59147.18,71384.17554769755,19152.82,6915.824452302448,Our Model,-6915.824452302448,-8.83,1,b'\x01',
169,Kežmarok,,Vysoké Tatry,44.0,57.0,3.0,2.0,3.0,b'\x01',b'\x01',Novostavba,0,0.0,390000.0,,307866.7329228019,,82133.26707719808,No estimate available,-82133.26707719808,-21.06,1,b'\x01',
172,Žilina,Žilina,,162.0,162.0,4.0,3.0,4.0,b'\x00',b'\x00',Kompletná rekonštrukcia,0,0.0,430000.0,496247.63,383721.3938871945,66247.63,46278.606112805486,Our Model,-46278.606112805486,-10.76,1,b'\x01',
173,Bratislava,Bratislava,,173.0,173.0,4.0,4.0,8.0,b'\x00',b'\x01',Novostavba,1,1.0,699000.0,834743.1,866449.7371222562,135743.09999999998,167449.7371222562,Other Model,167449.7371222562,23.96,1,b'\x01',
181,Bratislava,Bratislava,,106.0,106.0,4.0,2.0,2.0,b'\x00',b'\x01',Novostavba,0,0.0,564753.0,483281.05,500764.69455890806,81471.95000000001,63988.30544109194,Our Model,-63988.30544109194,-11.33,1,b'\x01',
183,Považská Bystrica,,Považská Bystrica,64.0,64.0,3.0,0.0,,b'\x00',b'\x01',Kompletná rekonštrukcia,0,0.0,123300.0,139510.92,117151.89531636675,16210.920000000013,6148.104683633253,Our Model,-6148.104683633253,-4.99,1,b'\x01',
184,Košice,Košice,,127.0,127.0,3.0,3.0,4.0,b'\x00',b'\x00',Kompletná rekonštrukcia,10,10.0,305900.0,,352778.1040996823,,46878.1040996823,No estimate available,46878.1040996823,15.32,1,b'\x01',
187,Banská Bystrica,Banská Bystrica,,66.0,78.51,3.0,1.0,3.0,b'\x01',b'\x00',Vo výstavbe / Projekt,10,10.0,264900.0,196579.16,209743.24686341867,68320.84,55156.753136581334,Our Model,-55156.753136581334,-20.82,1,b'\x01',
188,Banská Bystrica,Banská Bystrica,,171.0,241.9,4.0,3.0,3.0,b'\x01',b'\x00',Vo výstavbe / Projekt,10,10.0,569900.0,,404353.282962341,,165546.71703765902,No estimate available,-165546.71703765902,-29.05,1,b'\x01',
190,Trenčín,Trenčín,,81.0,81.0,3.0,2.0,2.0,b'\x00',b'\x00',Kompletná rekonštrukcia,0,0.0,159900.0,192205.38,176760.6222915831,32305.380000000005,16860.622291583102,Our Model,16860.622291583102,10.54,1,b'\x01',
193,Banská Bystrica,Banská Bystrica,,137.0,193.0,3.0,2.0,2.0,b'\x01',b'\x00',Kompletná rekonštrukcia,10,10.0,499000.0,400963.86,341681.1353945093,98036.14000000001,157318.8646054907,Other Model,-157318.8646054907,-31.53,1,b'\x01',
195,Bratislava,Bratislava,,38.0,43.14,1.0,2.0,5.0,b'\x01',b'\x01',Vo výstavbe / Projekt,0,0.0,185900.0,186326.4,197949.92679078344,426.3999999999942,12049.926790783444,Other Model,12049.926790783444,6.48,1,b'\x01',
196,Bratislava,Bratislava,,95.0,253.0,4.0,,1.0,b'\x01',b'\x00',Novostavba,0,0.0,399100.0,396092.35,452866.8591268759,3007.6500000000233,53766.859126875876,Other Model,53766.859126875876,13.47,1,b'\x01',
198,Bratislava,Bratislava,,78.0,100.91,3.0,3.0,5.0,b'\x01',b'\x01',Novostavba,0,0.0,325000.0,315347.49,309552.1358589242,9652.51000000001,15447.864141075814,Other Model,-15447.864141075814,-4.75,1,b'\x01',
199,Bratislava,Bratislava,,96.0,105.19,4.0,5.0,5.0,b'\x01',b'\x01',Novostavba,0,0.0,399800.0,398296.77,381932.5053346507,1503.2299999999814,17867.49466534931,Other Model,-17867.49466534931,-4.47,1,b'\x01',
203,Bratislava,Bratislava,,80.0,80.0,3.0,2.0,5.0,b'\x00',b'\x00',Čiastočná rekonštrukcia,1,1.0,325000.0,304063.96,286292.24805836636,20936.03999999998,38707.75194163364,Other Model,-38707.75194163364,-11.91,1,b'\x01',
208,Bratislava,Bratislava,,46.0,46.0,2.0,1.0,8.0,b'\x00',b'\x00',Novostavba,1,1.0,149000.0,,207064.68444532886,,58064.684445328865,No estimate available,58064.684445328865,38.97,1,b'\x01',
209,Bratislava,Bratislava,,56.0,57.26,3.0,3.0,12.0,b'\x00',b'\x01',Kompletná rekonštrukcia,0,0.0,320000.0,,239546.6478831583,,80453.3521168417,No estimate available,-80453.3521168417,-25.14,1,b'\x01',
211,Bratislava,Bratislava,,110.0,110.0,2.0,2.0,5.0,b'\x00',b'\x00',Kompletná rekonštrukcia,1,1.0,395000.0,487502.66,478093.1120726508,92502.65999999997,83093.11207265081,Our Model,83093.11207265081,21.04,1,b'\x01',
213,Bratislava,Bratislava,,213.0,213.0,5.0,2.0,3.0,b'\x00',b'\x01',Novostavba,0,0.0,1959850.0,1392333.54,1420699.4500040617,567516.46,539150.5499959383,Our Model,-539150.5499959383,-27.51,1,b'\x01',
216,Bratislava,,,45.0,77.0,2.0,1.0,5.0,b'\x01',b'\x01',Novostavba,0,0.0,195000.0,191317.72,206531.07207085728,3682.279999999999,11531.072070857277,Other Model,11531.072070857277,5.91,1,b'\x01',
218,Košice,,,70.0,70.0,0.0,2.0,2.0,b'\x00',b'\x01',Novostavba,0,0.0,125203.0,,105797.8829231225,,19405.117076877505,No estimate available,-19405.117076877505,-15.5,1,b'\x01',
219,Košice,,,51.0,51.0,0.0,1.0,2.0,b'\x00',b'\x01',Novostavba,0,0.0,91220.0,,92697.62542087288,,1477.6254208728787,No estimate available,1477.6254208728787,1.62,1,b'\x01',
221,Trenčín,Trenčín,,54.0,54.0,2.0,3.0,4.0,b'\x00',b'\x01',Vo výstavbe / Projekt,10,10.0,232363.0,,148866.71699796306,,83496.28300203694,No estimate available,-83496.28300203694,-35.93,1,b'\x01',
224,Piešťany,,,22.0,22.0,1.0,0.0,2.0,b'\x00',b'\x00',Kompletná rekonštrukcia,0,0.0,59900.0,66435.09,81879.14478900614,6535.0899999999965,21979.14478900614,Other Model,21979.14478900614,36.69,1,b'\x01',
225,Banská Bystrica,Banská Bystrica,,94.0,102.96,3.0,5.0,,b'\x01',b'\x00',Pôvodný stav,10,10.0,268500.0,250094.59,225258.9120599229,18405.410000000003,43241.087940077094,Other Model,-43241.087940077094,-16.1,1,b'\x01',
226,Trnava,Trnava,,100.0,108.45,4.0,2.0,5.0,b'\x01',b'\x01',Vo výstavbe / Projekt,1,1.0,356857.0,368312.52,293616.18406029936,11455.520000000019,63240.81593970064,Other Model,-63240.81593970064,-17.72,1,b'\x01',
227,Trenčín,Trenčín,,47.0,51.0,2.0,1.0,7.0,b'\x01',b'\x00',Novostavba,0,0.0,138000.0,154602.43,154175.54344666214,16602.429999999993,16175.543446662137,Our Model,16175.543446662137,11.72,1,b'\x01',
230,Žilina,Žilina,,138.0,200.38,3.0,5.0,5.0,b'\x01',b'\x01',Novostavba,0,0.0,331900.0,,326941.86865329347,,4958.131346706534,No estimate available,-4958.131346706534,-1.49,1,b'\x01',
231,Pezinok,,Pezinok,150.0,163.23,4.0,4.0,0.0,b'\x01',b'\x00',Novostavba,1,1.0,448790.0,497522.99,325996.9616964729,48732.98999999999,122793.03830352711,Other Model,-122793.03830352711,-27.36,1,b'\x01',
239,Bratislava,Bratislava,,49.0,49.0,2.0,2.0,5.0,b'\x00',b'\x01',Novostavba,0,0.0,290895.0,278654.26,233992.9481402414,12240.73999999999,56902.05185975859,Other Model,-56902.05185975859,-19.56,1,b'\x01',
245,Bratislava,Bratislava,,92.0,121.37,2.0,1.0,5.0,b'\x01',b'\x01',Novostavba,0,0.0,584010.0,594892.01,441024.1294303528,10882.01000000001,142985.87056964717,Other Model,-142985.87056964717,-24.48,1,b'\x01',
248,Banská Bystrica,,,44.0,62.5,2.0,1.0,4.0,b'\x01',b'\x01',Novostavba,0,0.0,125900.0,125244.69,169364.48707440245,655.3099999999977,43464.48707440245,Other Model,43464.48707440245,34.52,1,b'\x01',
