id,city_name,locality_city,locality_town,price_current
11740,Galanta,,Galanta,188000.0
11743,Banská Bystrica,,,140000.0
11745,Bratislava,Bratislava,,346000.0
11748,Humenné,,Humenné,93000.0
11749,Kežmarok,,,279900.0
11775,Košice,Košice,,189990.0
11777,Banská Bystrica,Banská Bystrica,,188000.0
11779,Rožňava,,Rožňava,94990.0
11780,Rožňava,,Rožňava,78990.0
11781,Partizánske,,Partizánske,78000.0
11783,Piešťany,,Piešťany,113590.0
11790,Hlohovec,,,58000.0
11796,Malacky,,Malacky,169990.0
11809,Bratislava,Bratislava,,494999.0
11811,Pezinok,,,178000.0
11815,Bratislava,Bratislava,,470000.0
11818,Trnava,Trnava,,259900.0
11822,Kežmarok,,,129000.0
11828,Bratislava,Bratislava,,1090000.0
11832,Humenné,,Humenné,115000.0
11835,Bratislava,Bratislava,,316000.0
11843,Galanta,,Galanta,212500.0
11844,Martin,,Martin,185000.0
11846,Bratislava,Bratislava,,669000.0
11852,Poprad,,Vysoké Tatry,223688.0
11856,Bratislava,Bratislava,,209990.0
11871,Poprad,,Poprad,303829.0
11874,Dubnica nad Váhom,,Trenčianske Teplice,399000.0
11875,Dubnica nad Váhom,,Trenčianske Teplice,320000.0
11876,Poprad,,Poprad,174955.0
11877,Poprad,,Poprad,183830.0
11878,Poprad,,Poprad,261606.0
11879,Poprad,,Poprad,319396.0
11884,Bratislava,Bratislava,,169000.0
11885,Zvolen,,Sliač,189000.0
11887,Prešov,Prešov,,173900.0
11891,Piešťany,,,84900.0
11893,Galanta,,Galanta,141000.0
11894,Bratislava,Bratislava,,910000.0
11904,Dunajská Streda,,,115800.0
11906,Šaľa,,Šaľa,116000.0
11907,Bratislava,Bratislava,,669000.0
11912,Banská Bystrica,Banská Bystrica,,190000.0
11922,Bratislava,Bratislava,,880000.0
11923,Prešov,,,219000.0
11929,Bratislava,,Šamorín,145000.0
11931,Senica,,Senica,117000.0
11975,Košice,Košice,,245300.0
11977,Bratislava,Bratislava,,349000.0
11978,Martin,,Martin,134000.0
11984,Bratislava,Bratislava,,220000.0
11986,Košice,Košice,,225072.0
11987,Košice,Košice,,447147.0
11994,Bratislava,Bratislava,,219999.0
11996,Malacky,,Malacky,164900.0
11998,Bratislava,Bratislava,,589000.0
12004,Bratislava,Bratislava,,230000.0
12008,Spišská Nová Ves,,Spišská Nová Ves,99000.0
12009,Liptovský Mikuláš,,Liptovský Mikuláš,147000.0
12010,Žilina,Žilina,,190000.0
12013,Levice,,Levice,83000.0
12015,Dunajská Streda,,Dunajská Streda,155000.0
12021,Brezno,,Brezno,98000.0
12022,Košice,Košice,,250000.0
12023,Kežmarok,,,142500.0
12086,Šaľa,,Šaľa,122900.0
12091,Zvolen,,Zvolen,194900.0
12092,Nové Mesto nad Váhom,,Nové Mesto nad Váhom,173000.0
12099,Martin,,,164500.0
12125,Pezinok,,Pezinok,179000.0
12129,Trnava,Trnava,,380000.0
12136,Nové Zámky,,Nové Zámky,100000.0
12143,Martin,,Martin,133000.0
12146,Prievidza,,Prievidza,93000.0
12149,Bratislava,Bratislava,,189999.0
12151,Dunajská Streda,,,129000.0
12161,Brezno,,,301500.0
12162,Brezno,,,254300.0
12168,Brezno,,,201000.0
12174,Bratislava,Bratislava,,1800000.0
12175,Bratislava,Bratislava,,1089000.0
12176,Bratislava,Bratislava,,649000.0
12181,Bratislava,Bratislava,,264900.0
12189,Senec,,,276486.0
12203,Levice,,,60000.0
12205,Bratislava,Bratislava,,650000.0
12207,Zvolen,,Zvolen,63900.0
12215,Košice,Košice,,191980.0
12220,Nitra,Nitra,,146000.0
12222,Galanta,,,135000.0
12225,Martin,,Martin,153000.0
12227,Trebišov,,Trebišov,77900.0
12229,Trebišov,,Trebišov,97900.0
12230,Bratislava,Bratislava,,455000.0
12231,Piešťany,,Piešťany,125000.0
12235,Zlaté Moravce,,Zlaté Moravce,139000.0
12245,Detva,,Detva,120000.0
12246,Liptovský Mikuláš,,,140000.0
12247,Bratislava,Bratislava,,285000.0
12251,Bratislava,Bratislava,,305000.0
12332,Lučenec,,Lučenec,85000.0
12335,Bratislava,Bratislava,,414900.0
12338,Žilina,Žilina,,179500.0
12339,Považská Bystrica,,Považská Bystrica,114000.0
12343,Bratislava,Bratislava,,498000.0
12360,Banská Štiavnica,,Banská Štiavnica,63000.0
12361,Dubnica nad Váhom,,Trenčianske Teplice,149900.0
12364,Poprad,,,359410.0
12365,Trnava,Trnava,,296000.0
12366,Bratislava,Bratislava,,219140.0
12367,Bratislava,Bratislava,,540000.0
12372,Senec,,,184999.0
12380,Bratislava,Bratislava,,330000.0
12382,Nitra,Nitra,,156000.0
12385,Bratislava,Bratislava,,678000.0
12386,Bratislava,Bratislava,,636000.0
12387,Bratislava,Bratislava,,315000.0
12392,Košice,Košice,,208990.0
12393,Nitra,Nitra,,174990.0
12394,Spišská Nová Ves,,Spišská Nová Ves,132500.0
12396,Pezinok,,,136999.0
12405,Bratislava,Bratislava,,235000.0
12410,Bratislava,Bratislava,,229000.0
12414,Bratislava,Bratislava,,360000.0
12415,Bratislava,Bratislava,,279000.0
12464,Bratislava,Bratislava,,230000.0
12469,Ružomberok,,Ružomberok,144500.0
12470,Košice,Košice,,299900.0
12476,Hlohovec,,,110000.0
12480,Nitra,Nitra,,166400.0
12481,Bratislava,Bratislava,,299000.0
12484,Košice,Košice,,319900.0
12485,Bratislava,Bratislava,,595000.0
12486,Galanta,,Sereď,236980.0
12488,Skalica,,Skalica,139000.0
12491,Galanta,,Sereď,159000.0
12492,Bratislava,Bratislava,,449000.0
12502,Bratislava,Bratislava,,689000.0
12504,Bratislava,Bratislava,,349000.0
12507,Galanta,,,127000.0
12510,Piešťany,,Piešťany,173600.0
12511,Bratislava,Bratislava,,214999.0
12512,Spišská Nová Ves,,Spišská Nová Ves,158000.0
12520,Košice,Košice,,390000.0
12525,Piešťany,,Piešťany,113590.0
12529,Žilina,Žilina,,315000.0
12542,Bratislava,Bratislava,,215000.0
12543,Bratislava,Bratislava,,298000.0
12552,Malacky,,Malacky,160000.0
12554,Poprad,,Vysoké Tatry,318000.0
12555,Bytča,,Veľká Bytča,139900.0
12556,Bratislava,Bratislava,,225000.0
12593,Trnava,Trnava,,218000.0
12597,Senec,,,225900.0
12599,Lučenec,,Lučenec,61900.0
12609,Žarnovica,,Nová Baňa,160000.0
12611,Dunajská Streda,,,205000.0
12614,Košice,Košice,,125000.0
12615,Bratislava,Bratislava,,850000.0
12625,Dunajská Streda,,,135000.0
12630,Piešťany,,Piešťany,185000.0
12631,Bratislava,Bratislava,,540000.0
12633,Liptovský Mikuláš,,Liptovský Mikuláš,344572.0
12634,Bratislava,Bratislava,,230000.0
12639,Banská Štiavnica,,Banská Štiavnica,198000.0
12641,Galanta,,Sereď,159000.0
12644,Lučenec,,Lučenec,85000.0
12647,Prievidza,,Prievidza,95000.0
12649,Trenčín,Trenčín,,181900.0
12658,Bratislava,Bratislava,,330000.0
12660,Bratislava,Bratislava,,796500.0
12662,Michalovce,,Michalovce,189000.0
12667,Skalica,,,83180.0
12674,Trenčín,Trenčín,,138722.0
12676,Senec,,,174102.0
12677,Senec,,,229821.0
12678,Senec,,,199900.0
12679,Senec,,,240049.0
12680,Senec,,,206900.0
12683,Nitra,Nitra,,143000.0
12685,Bratislava,Bratislava,,569990.0
12688,Poprad,,,265000.0
12689,Bratislava,Bratislava,,198500.0
12690,Trnava,Trnava,,189900.0
12691,Bratislava,Bratislava,,329900.0
12692,Piešťany,,Piešťany,133990.0
12693,Bratislava,Bratislava,,385000.0
12695,Bratislava,Bratislava,,295000.0
12699,Bratislava,Bratislava,,190000.0
12709,Bratislava,Bratislava,,295000.0
12714,Košice,Košice,,188999.0
12716,Bratislava,Bratislava,,310000.0
12718,Bratislava,Bratislava,,330000.0
12720,Bratislava,Bratislava,,279168.0
12725,Nové Zámky,,Nové Zámky,113000.0
12726,Piešťany,,Piešťany,117000.0
12728,Bratislava,Bratislava,,357800.0
12729,Bratislava,Bratislava,,383990.0
12730,Bratislava,Bratislava,,381990.0
12734,Bratislava,,Stupava,183195.0
12739,Martin,,Martin,263600.0
12740,Trenčín,Trenčín,,199000.0
12741,Bratislava,Bratislava,,685000.0
12742,Bratislava,Bratislava,,427000.0
12745,Myjava,,Stará Turá,156000.0
12756,Bratislava,Bratislava,,850000.0
12838,Bratislava,Bratislava,,229000.0
12839,Trnava,,,179000.0
12844,Košice,Košice,,219990.0
12847,Prievidza,,Prievidza,109900.0
12849,Pezinok,,Pezinok,185000.0
12850,Bratislava,Bratislava,,890000.0
12853,Košice,Košice,,185400.0
12863,Bratislava,Bratislava,,589000.0
12865,Bratislava,Bratislava,,233999.0
12867,Bratislava,Bratislava,,479999.0
12870,Bratislava,Bratislava,,245000.0
12871,Bratislava,Bratislava,,259999.0
12874,Bratislava,Bratislava,,299999.0
12875,Bratislava,Bratislava,,369999.0
12876,Bratislava,Bratislava,,329990.0
12882,Pezinok,,Pezinok,199300.0
12889,Trenčín,Trenčín,,169990.0
12891,Bratislava,Bratislava,,859999.0
12893,Sobrance,,Sobrance,127900.0
12894,Bratislava,Bratislava,,185000.0
12898,Bratislava,Bratislava,,523674.0
12927,Martin,,Martin,133000.0
12937,Bratislava,Bratislava,,549999.0
12944,Košice,Košice,,244998.0
12947,Poprad,,,142000.0
12952,Ružomberok,,,33223.0
12953,Nové Zámky,,Nové Zámky,109700.0
12955,Bratislava,Bratislava,,190000.0
12961,Bratislava,Bratislava,,259999.0
12962,Poprad,,Svit,159100.0
12964,Bratislava,Bratislava,,239900.0
12965,Bratislava,Bratislava,,289999.0
12975,Humenné,,Humenné,83000.0
12976,Bratislava,Bratislava,,532000.0
13008,Nitra,,,139400.0
13010,Košice,Košice,,175000.0
13015,Bratislava,Bratislava,,229000.0
13017,Bratislava,Bratislava,,239900.0
13021,Bratislava,Bratislava,,579000.0
13023,Bratislava,Bratislava,,245000.0
13030,Komárno,,Komárno,255000.0
13031,Bratislava,Bratislava,,456076.0
13038,Komárno,,Komárno,239000.0
13040,Bratislava,Bratislava,,330000.0
13045,Kežmarok,,,192000.0
13048,Bratislava,Bratislava,,587552.0
13055,Čadca,,Čadca,198990.0
13057,Prievidza,,Bojnice,330000.0
13059,Banská Bystrica,Banská Bystrica,,128000.0
13060,Bratislava,Bratislava,,492879.0
13062,Zvolen,,Zvolen,144900.0
13063,Bratislava,Bratislava,,361701.0
13070,Bratislava,Bratislava,,276962.0
13074,Košice,Košice,,195000.0
13078,Bratislava,Bratislava,,637000.0
13080,"Hraničná, Ružinov - Nivy, Bratislavský kraj",Bratislava,,329990.0
13103,Piešťany,,Piešťany,205000.0
13105,Trenčín,Trenčín,,150000.0
13108,Trnava,,,177900.0
13153,Liptovský Mikuláš,,Liptovský Mikuláš,165000.0
13159,Čadca,,,87000.0
13160,Brezno,,Brezno,85000.0
13161,Dunajská Streda,,,145000.0
13162,Levice,,,40500.0
13166,Bratislava,Bratislava,,184000.0
13167,Komárno,,Komárno,138500.0
13168,Senica,,,249000.0
13170,Banská Bystrica,Banská Bystrica,,179900.0
13171,Dunajská Streda,,Dunajská Streda,159900.0
13172,Bratislava,Bratislava,,284900.0
13173,Dunajská Streda,,Dunajská Streda,100600.0
13175,Dunajská Streda,,Dunajská Streda,133000.0
13177,Banská Bystrica,Banská Bystrica,,137990.0
13178,Žarnovica,,Žarnovica,100000.0
13179,Levice,,Šahy,77000.0
13185,Čadca,,Čadca,348990.0
13195,Nitra,Nitra,,349990.0
13200,Liptovský Mikuláš,,Liptovský Mikuláš,426900.0
13206,Nitra,Nitra,,165000.0
13208,Bratislava,Bratislava,,286900.0
13210,Levice,,Šahy,84890.0
13211,Michalovce,,Michalovce,104900.0
13218,Bratislava,Bratislava,,298000.0
13221,Dubnica nad Váhom,,,139000.0
13223,Bratislava,Bratislava,,249000.0
13232,Bratislava,Bratislava,,225000.0
13233,Banská Bystrica,Banská Bystrica,,159980.0
13238,Košice,Košice,,212980.0
13239,Košice,Košice,,188000.0
13242,Rimavská Sobota,,Hnúšťa,46800.0
13245,Liptovský Mikuláš,,,455000.0
13246,Bratislava,Bratislava,,650000.0
13251,Košice,Košice,,289000.0
13256,Trnava,Trnava,,299900.0
13258,Topoľčany,,Topoľčany,135000.0
13266,Senec,,Senec,189000.0
13271,Košice,Košice,,269000.0
13273,Púchov,,Púchov,115000.0
13278,Bratislava,Bratislava,,420000.0
13304,Piešťany,,,150000.0
13307,Banská Bystrica,,,72000.0
13310,Dunajská Streda,,,170821.0
13311,Komárno,,Komárno,170821.0
13313,Komárno,,Komárno,126711.0
13314,Bratislava,Bratislava,,599000.0
13317,Malacky,,,237000.0
13320,Bratislava,Bratislava,,275000.0
13321,Levice,,Levice,119000.0
13327,Zlaté Moravce,,Zlaté Moravce,70000.0
13331,Žilina,Žilina,,314900.0
13337,Skalica,,Skalica,137900.0
13339,Nové Mesto nad Váhom,,,113000.0
13347,Košice,Košice,,299900.0
13350,Bratislava,Bratislava,,589000.0
13352,Dunajská Streda,,Veľký Meder,139900.0
13401,"Martinčekova, Ružinov - Trávniky, Bratislavský kraj",Bratislava,,276990.0
13457,Lučenec,,Lučenec,110000.0
13465,Bratislava,Bratislava,,750000.0
13466,Bratislava,Bratislava,,271900.0
13467,Bratislava,Bratislava,,363900.0
13472,Banská Bystrica,,,249000.0
13474,Bratislava,Bratislava,,424081.0
13475,Bratislava,Bratislava,,399837.0
13476,Bratislava,Bratislava,,426150.0
13478,Dubnica nad Váhom,,Trenčianske Teplice,128000.0
13484,Banská Bystrica,Banská Bystrica,,179990.0
13485,Košice,Košice,,314000.0
13493,Bratislava,Bratislava,,249000.0
13495,Žarnovica,,Nová Baňa,129000.0
13499,Považská Bystrica,,Považská Bystrica,105000.0
13500,Trnava,Trnava,,380000.0
13518,Poprad,,,198700.0
13521,Poprad,,,165000.0
13528,Liptovský Mikuláš,,Liptovský Mikuláš,139990.0
13536,Banská Bystrica,Banská Bystrica,,99990.0
13552,Bratislava,Bratislava,,275000.0
13555,Dunajská Streda,,Veľký Meder,139900.0
13557,Bratislava,Bratislava,,586900.0
13560,Bratislava,Bratislava,,555000.0
13567,Bratislava,Bratislava,,329990.0
13569,Trenčín,Trenčín,,186648.0
13572,Trenčín,Trenčín,,202776.0
13573,Trenčín,Trenčín,,175440.0
13575,Trenčín,Trenčín,,210800.0
13576,Trenčín,Trenčín,,284138.0
13577,Trenčín,Trenčín,,303926.0
13579,Bratislava,Bratislava,,200000.0
13587,Bratislava,Bratislava,,579000.0
13593,Nové Mesto nad Váhom,,Nové Mesto nad Váhom,133990.0
13594,Poprad,,Poprad,671181.0
13595,Poprad,,Poprad,381330.0
13596,Poprad,,Poprad,296366.0
13598,Bratislava,Bratislava,,330000.0
13601,Bratislava,Bratislava,,219900.0
13602,Považská Bystrica,,Považská Bystrica,173000.0
13604,Trebišov,,Čierna nad Tisou,27990.0
13605,Bánovce nad Bebravou,,Bánovce nad Bebravou,105000.0
13607,Bratislava,Bratislava,,245000.0
13611,"Platanová, Miloslavov - Miloslavov, Bratislavský kraj",,,150000.0
13671,Poprad,,Poprad,175000.0
13673,Bratislava,Bratislava,,419000.0
13677,Sobrance,,Sobrance,55000.0
13679,Bratislava,Bratislava,,289900.0
13683,Bratislava,Bratislava,,220000.0
13684,Nové Zámky,,Hurbanovo,58000.0
13693,Bratislava,Bratislava,,790000.0
13730,Bratislava,Bratislava,,274900.0
13732,Snina,,Snina,76000.0
13734,Ružomberok,,,120000.0
13739,Trnava,Trnava,,264000.0
13743,Bratislava,Bratislava,,390000.0
13749,Skalica,,Holíč,80000.0
13750,Dunajská Streda,,Gabčíkovo,139000.0
13757,Nitra,Nitra,,299000.0
13760,Martin,,Martin,122500.0
13767,Skalica,,Skalica,99900.0
13769,Bratislava,Bratislava,,1299000.0
13774,Trenčín,,,97000.0
13782,Košice,Košice,,81900.0
13784,Nové Zámky,,Nové Zámky,129990.0
13786,Michalovce,,Michalovce,107900.0
13788,Liptovský Mikuláš,,,89900.0
13797,Prešov,Prešov,,125000.0
13798,Bánovce nad Bebravou,Trenčín,,151000.0
13807,Poltár,,,33000.0
13813,Nové Zámky,,,185000.0
13814,Bratislava,Bratislava,,380000.0
13817,Bratislava,Bratislava,,394000.0
13822,Senica,,,94000.0
13825,Trebišov,,Trebišov,96900.0
13826,Detva,,Detva,123900.0
13830,Bratislava,Bratislava,,239000.0
13832,Bratislava,Bratislava,,259990.0
13839,Partizánske,,Partizánske,109000.0
13844,Bratislava,Bratislava,,224900.0
13846,Bratislava,Bratislava,,349000.0
13847,Trebišov,,Trebišov,77500.0
13848,Senica,,Senica,113000.0
13850,Bratislava,Bratislava,,330000.0
13858,Prievidza,,Prievidza,109000.0
13860,Banská Bystrica,Banská Bystrica,,165000.0
13871,Ružomberok,,,132000.0
13875,Bratislava,Bratislava,,510000.0
13880,Brezno,,,122000.0
13901,Bratislava,Bratislava,,180000.0
13904,Pezinok,,Modra,259000.0
13906,Zlaté Moravce,,Zlaté Moravce,111500.0
13918,Pezinok,,Pezinok,199880.0
13923,Bratislava,Bratislava,,214900.0
13937,Dunajská Streda,,Dunajská Streda,123000.0
13938,Bratislava,Bratislava,,289900.0
13940,Komárno,,Komárno,106000.0
13942,Nové Zámky,,,54900.0
13944,Snina,,Snina,68000.0
13988,Nitra,Nitra,,175989.0
13989,Bratislava,Bratislava,,220000.0
13990,Bratislava,Bratislava,,319000.0
13995,Liptovský Mikuláš,,Liptovský Mikuláš,155883.0
13997,Liptovský Mikuláš,,Liptovský Mikuláš,251676.0
14000,Liptovský Mikuláš,,Liptovský Mikuláš,182252.0
14040,Senec,,,189999.0
14043,Nitra,Nitra,,199999.0
14046,Bratislava,Bratislava,,319990.0
14055,Lučenec,,Lučenec,68000.0
14058,Galanta,,Sereď,99000.0
14060,Rožňava,,Rožňava,94000.0
14061,Bratislava,Bratislava,,365000.0
14063,Martin,,Martin,145000.0
14065,Brezno,,,250000.0
14070,Bratislava,Bratislava,,289990.0
14071,Trenčín,Trenčín,,275000.0
14073,Košice,,,225000.0
14075,Košice,Košice,,265000.0
14081,Nové Zámky,,Hurbanovo,98000.0
14084,Malacky,,,235000.0
14090,Bratislava,Bratislava,,330000.0
14105,Pezinok,,,259000.0
14111,Dunajská Streda,,Dunajská Streda,159900.0
14112,Dunajská Streda,,Dunajská Streda,104700.0
14113,Trenčín,Trenčín,,169990.0
14144,Bratislava,Bratislava,,236500.0
14147,Žarnovica,,Nová Baňa,119900.0
14179,Bratislava,Bratislava,,649000.0
14184,Senica,,,69000.0
14191,Trenčín,Trenčín,,379000.0
14193,Bratislava,Bratislava,,383391.0
14194,Bratislava,Bratislava,,272445.0
14195,Bratislava,Bratislava,,319923.0
14200,Senec,,Senec,160000.0
14248,Bratislava,Bratislava,,240000.0
14259,Bratislava,Bratislava,,244900.0
14260,Martin,,Martin,91000.0
14263,Bardejov,,Bardejov,133000.0
14265,Nové Zámky,,,115000.0
14277,Bratislava,,Šamorín,178000.0
14301,Senec,,Senec,180000.0
14305,Bratislava,Bratislava,,420000.0
14306,Piešťany,,Piešťany,137900.0
14307,Bratislava,Bratislava,,509000.0
14308,Dunajská Streda,,Veľký Meder,139900.0
14315,Bratislava,Bratislava,,325000.0
14317,Bratislava,Bratislava,,225000.0
14320,Bratislava,Bratislava,,238990.0
14321,Košice,Košice,,265000.0
14325,Bratislava,Bratislava,,189900.0
14326,Bratislava,Bratislava,,410559.0
14330,Bratislava,Bratislava,,770000.0
14332,Prievidza,,Prievidza,153000.0
14334,Prešov,Prešov,,192500.0
14336,Malacky,,,129900.0
14338,Bratislava,,,199900.0
14340,Bratislava,Bratislava,,399192.0
14342,Bratislava,Bratislava,,222900.0
14350,Prievidza,,Handlová,67000.0
14352,Bratislava,Bratislava,,294000.0
14353,Bratislava,Bratislava,,304990.0
14354,Košice,,,319000.0
14355,Dunajská Streda,,Dunajská Streda,200990.0
14356,Nitra,Nitra,,199999.0
14362,Košice,Košice,,375640.0
14363,Bratislava,Bratislava,,329400.0
14366,Pezinok,,Pezinok,199880.0
14369,Bratislava,Bratislava,,315000.0
14371,Trnava,,,135000.0
14376,Bratislava,Bratislava,,559000.0
14380,Banská Bystrica,Banská Bystrica,,129000.0
14382,Bratislava,,Stupava,183195.0
14390,Liptovský Mikuláš,,Liptovský Mikuláš,199000.0
14393,Banská Bystrica,Banská Bystrica,,244999.0
14394,"Mierová, Galanta - Galanta, Trnavský kraj",,Galanta,123000.0
14505,Banská Bystrica,Banská Bystrica,,175090.0
14508,Bratislava,Bratislava,,251831.0
14514,Bratislava,,,229990.0
14518,Malacky,,,196000.0
14521,Dunajská Streda,,,139880.0
14528,Považská Bystrica,,Považská Bystrica,159000.0
14669,Košice,Košice,,270000.0
14670,Dunajská Streda,,Gabčíkovo,129990.0
14675,Žiar nad Hronom,,,63900.0
14676,Trnava,Trnava,,159999.0
14691,Senec,,Senec,226900.0
14699,Michalovce,,,192280.0
14700,Košice,Košice,,161000.0
14764,Skalica,,Holíč,144500.0
14773,Prievidza,,Prievidza,109000.0
14775,Michalovce,,Michalovce,139900.0
14778,Sobrance,,Sobrance,127700.0
14788,Hlohovec,,Hlohovec,159000.0
14794,Michalovce,,Michalovce,145000.0
14797,Turčianske Teplice,,Turčianske Teplice,123700.0
14819,Bratislava,Bratislava,,499990.0
14820,Senica,,Senica,128000.0
14822,Bratislava,Bratislava,,489000.0
14824,Lučenec,,Lučenec,65000.0
14825,Bytča,,Veľká Bytča,229000.0
14830,Kežmarok,,Kežmarok,90000.0
14838,Poprad,,Svit,140000.0
14841,Lučenec,,Lučenec,79000.0
14842,Bánovce nad Bebravou,,,149900.0
14852,Senec,,,240000.0
14856,Liptovský Mikuláš,,Liptovský Mikuláš,270000.0
14858,Košice,Košice,,204980.0
14863,Brezno,,,183000.0
14865,Turčianske Teplice,,Turčianske Teplice,150000.0
14877,Senec,,,285300.0
14883,Bratislava,Bratislava,,390000.0
14885,Bratislava,Bratislava,,755390.0
14889,Senec,,,194700.0
14892,Bratislava,Bratislava,,649000.0
14895,Pezinok,,,145000.0
14898,Banská Bystrica,Banská Bystrica,,158000.0
14900,Bratislava,Bratislava,,250000.0
14901,Bratislava,Bratislava,,795000.0
14905,Levice,,Levice,95000.0
14913,Galanta,,Sereď,137000.0
14924,Bratislava,Bratislava,,323878.0
14934,Košice,Košice,,145990.0
14940,Dunajská Streda,,,139900.0
14947,Bratislava,Bratislava,,378000.0
14952,Rimavská Sobota,,Rimavská Sobota,155000.0
14960,Nové Mesto nad Váhom,,,159000.0
14967,Nové Mesto nad Váhom,,Nové Mesto nad Váhom,219900.0
14973,Košice,Košice,,219000.0
14989,Stropkov,,Stropkov,79000.0
14999,Nitra,Nitra,,279000.0
15080,Bratislava,Bratislava,,214990.0
15087,Nitra,Nitra,,161000.0
15092,Komárno,,Komárno,78000.0
15105,Bratislava,Bratislava,,225000.0
15112,Levice,,Šahy,123000.0
15129,Trenčín,Trenčín,,199999.0
15138,Banská Bystrica,Banská Bystrica,,215000.0
15143,Trenčín,Trenčín,,142000.0
15146,Dunajská Streda,,Veľký Meder,139900.0
15149,Zvolen,,Zvolen,189900.0
15153,Bratislava,Bratislava,,235000.0
15164,Piešťany,,Piešťany,166000.0
15170,Čadca,,Turzovka,165000.0
15172,Bratislava,Bratislava,,145000.0
15185,Banská Štiavnica,,Banská Štiavnica,134999.0
15188,Senec,,,207000.0
15189,Senec,,,168300.0
15190,Senec,,,148567.0
15240,"Centrum II., Dubnica nad Váhom - Dubnica nad Váhom, Trenčiansky kraj",,Dubnica nad Váhom,138000.0
15267,Michalovce,,Pezinok,145000.0
15302,Košice,Košice,,234990.0
15309,Piešťany,,Piešťany,118000.0
15318,Košice,Košice,,145990.0
15319,Banská Bystrica,Radvaň,,107000.0
15325,Turčianske Teplice,,Turčianske Teplice,194900.0
15334,Partizánske,,Partizánske,70000.0
15357,Dunajská Streda,,Veľký Meder,142000.0
15369,Bardejov,,Bardejov,219000.0
15382,Ružomberok,,Ružomberok,214990.0
15404,Žilina,Žilina,,175000.0
15408,Senec,,,217500.0
15417,Sobrance,,Sobrance,140550.0
15419,Sobrance,,Sobrance,75600.0
15420,Sobrance,,Sobrance,180925.0
15427,Žilina,Žilina,,158000.0
15440,Nitra,Nitra,,193000.0
15441,Malacky,,Malacky,134900.0
15442,Banská Bystrica,Banská Bystrica,,81750.0
15443,Svidník,,,64900.0
15444,Stropkov,,Stropkov,85600.0
15495,Žilina,Žilina,,310000.0
15496,Košice,Košice,,190000.0
15524,Ilava,,Dubnica nad Váhom,124990.0
15531,Ilava,,Dubnica nad Váhom,117990.0
15571,Michalovce,,Michalovce,138000.0
15583,Lučenec,,,33000.0
15584,Zvolen,,Zvolen,159000.0
15592,Sobrance,,Sobrance,112575.0
15602,Košice,,Moldava nad Bodvou,125500.0
15612,Košice,Košice,,285000.0
15632,Prievidza,,Prievidza,125000.0
15667,Brezno,,,51000.0
15668,Žarnovica,,Nová Baňa,136000.0
15681,Košice,Košice,,290000.0
15686,Bratislava,Bratislava,,305000.0
15701,Pezinok,,Pezinok,163000.0
15722,Bratislava,Bratislava,,295000.0
15737,Humenné,,Humenné,118000.0
15749,Ilava,,,100762.0
15754,Košice,Košice,,170000.0
15803,Senec,,,298999.0
15818,Galanta,,Galanta,167500.0
15826,Bratislava,Bratislava,,382084.0
15827,Tvrdošín,,,155000.0
15829,Dubnica nad Váhom,,Dubnica nad Váhom,149800.0
15903,Galanta,,Galanta,143000.0
15913,Bratislava,Bratislava,,444900.0
15921,Piešťany,,,149900.0
15923,Banská Štiavnica,,Banská Štiavnica,107000.0
15928,Prešov,Prešov,,154990.0
15934,Košice,Košice,,309990.0
15942,Trenčín,Trenčín,,219990.0
15945,Žilina,,Rajecké Teplice,379000.0
15946,Žilina,,Rajecké Teplice,161399.0
15950,Sobrance,,Veľké Kapušany,51500.0
16001,Bratislava,Bratislava,,249000.0
16005,Bratislava,Bratislava,,570720.0
16006,Bratislava,Bratislava,,337020.0
16007,Bratislava,Bratislava,,242310.0
16009,Žarnovica,,Nová Baňa,152990.0
16010,Bratislava,Bratislava,,329000.0
16011,Senec,,Senec,120000.0
16013,Bratislava,Bratislava,,168000.0
16014,Poprad,,,337800.0
16060,Bratislava,Bratislava,,249900.0
16061,Ružomberok,,Ružomberok,175000.0
16066,Banská Bystrica,Banská Bystrica,,165000.0
16067,Košice,Košice,,225000.0
16071,Košice,Košice,,170000.0
16075,Lučenec,,Lučenec,67990.0
16077,Dolný Kubín,,,204990.0
16081,Banská Bystrica,,,210000.0
16082,Piešťany,,,209000.0
16088,Komárno,,Komárno,89900.0
16092,Bratislava,Bratislava,,567267.0
16098,Zvolen,,,145000.0
16111,Vranov nad Topľou,,Vranov nad Topľou,105000.0
16116,Veľký Krtíš,,Veľký Krtíš,85000.0
16119,Bratislava,,Stupava,237000.0
16126,Lučenec,,Lučenec,61000.0
16128,Trenčín,Trenčín,,114900.0
16130,Galanta,,Sereď,134000.0
16148,Michalovce,,Michalovce,121000.0
16151,Trnava,Trnava,,169500.0
16157,Poprad,,,465000.0
16161,Galanta,,Galanta,139900.0
16169,Galanta,,Sereď,163300.0
16172,Humenné,,Humenné,99990.0
16174,Senec,,Senec,204000.0
16177,Spišská Nová Ves,,Spišská Nová Ves,115000.0
16180,Trnava,Trnava,,175000.0
16182,Galanta,,Galanta,143000.0
16184,Bratislava,Bratislava,,469900.0
16185,Bratislava,Bratislava,,249990.0
16186,Bratislava,Bratislava,,444900.0
16187,Dunajská Streda,,Veľký Meder,139900.0
16188,Bratislava,Bratislava,,279500.0
16193,Bratislava,Bratislava,,364000.0
16196,Bratislava,Bratislava,,225000.0
